episode,duration,ad_spot,pct_through,context
ELFCM303,27:59,12:41,45.3,"and skirmishes, small battles, to turn into a full-blown civil war. This war, the Rhodesian Bush War or the ‘Second Chimurenga’, was a drawn-out civil war that included many different fighting factions, and lots of death. It lasted for 15 years, from July 1964 to December 1979, and involved brutal, often hand to hand combat and killed tens of thousands of Zimbabweans."
ELFCM304,23:43,10:45,45.3,"‘Ebb and flow’, by the way, basically means something that goes up or down or varies. Well, when economies across the Western world started to fall into recession in the early 1990s, the many Trump Organization businesses also began to suffer. Trump struggled to keep up with his debt payments, the money he owed, which is believed to have gone into the billions; although, as we know from his time in the"
ELFCM305,18:33,08:20,45.0,"century when the ideal soft water supply and a particularly good type of hops were found together on the west side of Bohemia, near what is now the German/Czech border but was at the time part of the Austro-Hungarian Empire. The beer became known in German as Pilsen, and it’s from this that we get the “Pilsner” type of beer."
ELFCM306,19:26,08:38,44.5,"And in 2008 she went fully independent, launching a blog called Running Commentary, which swiftly became the most popular source of news in the entire country, regularly getting over 400,000 daily visitors. As a point of reference, Malta’s population at the time was just over 400,000 people, so imagine every single adult in Malta, plus a good chunk of people outside the country reading"
ELFCM307,17:19,07:50,45.2,"They were not, at least publicly. The investigation continued, with many people, including Daphne’s family, questioning whether much was actually happening at all. There were no public developments, no announcements about any new leads or anyone else being arrested."
ELFCM308,18:56,08:37,45.5,"to the Office of the Prime Minister, he was told to pass on a message to the three men in jail, the DeGiorgio brothers and Vince Muscat, that they would be released from jail soon and they would each be given a million Euros. Theuma starts to think that people at the highest levels of the Maltese political system were involved with the murder, and are involved in the subsequent coverup."
ELFCM309,27:19,12:14,44.8,"Fleet spots the tip of an iceberg, not too far in the distance, and urgently rings the bell. He follows this up with a call to the ship’s bridge, “ice right ahead!”. With great haste, with great speed, the ship is turned and a head-on collision is narrowly avoided. Whilst this may sound like good news, it isn’t, but more on that later. The side of the ship had scraped along the 122 metre"
ELFCM310,20:10,09:10,45.5,"a disease, it has spread”, people especially in rural communities feared that there was a new supernatural killer on the loose, a vampire being a commonly blamed culprit - though, as we will see in part two, there were instances of this being blamed on werewolves, as well. The villagers would dig up the dead bodies, they would see the purge fluid, they would think that this was proof that the person had drunk the blood of"
ELFCM311,21:38,09:47,45.3,"accounts discussing the real-life existence of werewolves, too. As early as 425 BC, the Greek historian Herodotus tells of a tribe of magical men, the Neuri, who transformed themselves into wolves for several days of the year. As you might expect, historians now believe that there was a perfectly logical explanation for this: the Neuri lived near Russia, in modern day Belarus, and their"
ELFCM312,24:09,10:51,44.9,"It is estimated that over 16,000 people in Europe were executed as witches between the years of 1300 and 1850. Many thousands more were accused and tortured and likely died during torture or in prison. And it was the Malleus Maleficarum, this book that laid out the basis for these accusations, and it was also this text that firmly established the identification of women with witches."
ELFCM313,24:18,10:56,45.0,"be used to defend against any criminal charges, should torture happen. In plain English, the US was essentially saying that, at Guantanamo, anything goes. American laws didn’t apply, nor did the Geneva Convention. And Guantanamo has had its fair share of scandals and controversy over the years, as you will know. The British newspaper The Independent reported that the guards in Guantanamo used"
ELFCM314,23:23,10:35,45.3,"his routine until someone grabbed him and put the fire out. The accident left Jackson with second-degree burns to his scalp, and he had treatment - including a nose job - to hide the scarring, to hide the damage from the burns. It was around this time that rumours began to swirl around Hollywood that Jackson was lightening his skin through chemical treatment, that he was changing the colour of his skin."
ELFCM315,22:29,10:08,45.1,"Chambers claimed he first met Hiss in the summer of 1934 in a Washington restaurant. They were introduced, Chambers said, by a man referred to as J. Peters - someone Chambers claimed was the head of a Communist spy ring working in the United States. Chambers even claimed that Hiss knew him by his communist party name, Carl. Chambers, who had become a determined anti-Communist after leaving the Communist"
ELFCM316,23:06,10:22,44.9,"The man was Sheikh Fahad Al-Ahmad Al-Sabah, a Kuwaiti Prince but also a key figure in the Kuwaiti football association. He made his way down from the stands. Again, he ordered all his players off the pitch, and argued furiously with the referee and officials."
ELFCM317,23:47,10:45,45.2,"as the privilege of voting was reserved for only some male citizens. Women in Roman society were not permitted to vote at all, nor could those men who were not classed as Roman citizens, such as slaves or criminals. So, how did it work for those deemed worthy enough to have a say in the democratic system? Well, although we are talking about over 2,000 years ago, the"
ELFCM318,22:06,09:58,45.1,"soldier, and a Roman senator would have to have property worth about 500 unskilled slaves. It's not surprising, then, that 49% of slaves were owned by the patricians or senators, who made up just 1.5% of Rome’s entire population at the start of the Republic. One particularly wealthy Roman consul, Marcus Licinius Crassus, who you may remember from the last episode, had so many slaves that he kept 500 just for carrying out building works on his properties."
ELFCM319,25:46,11:39,45.2,"in which gladiators would do exercises like push ups and sit ups. To learn how to fight, gladiators would use wooden weapons, with the type of weapon depending on which category of gladiator they were being trained as. The four main types of gladiator were Samnites, also known as Secutors, Thraces, Murmillo and Retiarius."
ELFCM320,22:29,10:07,45.0,"War, and resulted in Israel capturing a lot of territory, including Gaza, the West Bank, and the Golan Heights. It also resulted in the capture of thousands of prisoners, the"
ELFCM321,16:10,07:18,45.2,"This was another key failure of the German response to the Munich hostage crisis. The police offered money to the terrorists because they had completely misunderstood the terrorists’ devotion to their stated goals. They offered them today’s equivalent of over $60 million dollars, but if they had understood their motivations properly, they would have known that probably no number would have been enough."
ELFCM322,20:45,09:20,45.0,"Some say they met at a polo match, others that they were introduced by a mutual friend. However they met, the pair soon began courting, they were in a romantic relationship. Charles adored Camilla. He felt that she treated him like a normal person, not as a king-in-waiting. They talked for hours on end, and it really was a relationship of equals."
ELFCM323,19:16,08:39,44.9,"For much of Charles’ early life, his mother had been away, she was absent. He was three years old when his mother became queen, and he rarely saw her when he was growing up. And when he did see his parents, it was an unusual and unaffectionate relationship. In one famous episode, when the queen and Prince Phillip returned to the UK after 6 months away on a tour, they greeted the five-year-old Charles not with a hug or a big kiss, but with a handshake."
ELFCM324,21:52,09:50,45.0,"100 years ago, as someone trying to learn English in, let’s say Brazil or Japan or Turkey, you might never hear anyone speaking native English, even if you learned it your entire life. 50 years ago, as someone learning English, you would probably rely on one person, your teacher."
ELFCM325,17:08,07:48,45.6,"Let’s say you had been reading someone’s books, or listening to a podcast for years, really enjoying it, and then you found out that it had actually been written by AI, by a computer? If you didn’t know that it was until you were told, how would that change your experience, how would that change the way it made you feel?"
ELFCM326,24:20,10:56,45.0,"different to other social apps. Remember, you only ever see one video per screen, so the TikTok algorithm can get a sense of your thoughts about that video based on the actions you take. Do you swipe up right away to move onto another video? OK, that indicates it wasn’t interesting."
ELFCM327,19:58,08:57,44.9,"only in her third week in the role. Her Chancellor of the Exchequer and close ally, Kwasi Kwarteng, announced a “mini budget”. Traditionally in British politics, a Chancellor announces a new budget in the spring."
ELFCM328,19:47,08:57,45.3,"the Prime Minister was on TV telling people that they shouldn’t leave their houses or socialise with anyone, he was proved to be having extensive gatherings that went completely against the rules that he himself had set out. In classic Boris Johnson style, he tried to get out of these accusations, saying that he knew nothing about them and that he was sure that all of the"
ELFCM329,18:55,08:28,44.8,"Lagerfeld didn’t really have a signature style as a designer, and he wasn’t known for any one kind of design. Instead, he was celebrated for being a visionary creator - someone who could see"
ELFCM330,22:14,09:59,44.9,"And it’s from here that the metric system was born. It came both from the urgent need to solve this pressing, practical problem and a more idealistic motive which had to do with the Enlightenment. If you know much about The Enlightenment, or you’ve listened to episode number 149, you’ll remember that this movement, which had at its core the idea that"
ELFCM331,22:42,10:10,44.8,"In fact, Savile used his charity work as a means to manipulate the press into not reporting the allegations against him, suggesting that they would be responsible for the end of his charity fundraising if they did. His quirky public persona combined with his charity work allowed him to hide in plain sight, and his fund-raising activities also gave"
ELFCM332,21:31,09:40,45.0,"It was Alice and her two sisters, and Carroll believed they would make the perfect photograph. The girls were daughters of the dean, or head, of Christ Church, the same college. Determined to get his shot, Carroll approached the family and offered to take the girls’ photograph, much to the children’s delight."
ELFCM333,20:04,09:04,45.2,"writing or responding to letters from other children than seeing her own. The children were looked after by a team of nannies, and Blyton would only see her daughter at designated times, usually only for one hour after dinner. And after the birth of her second daughter, Imogen, in 1934, things had continued to go downhill. Blyton saw her daughters even less and her husband had taken to drinking secretly in the cellar."
ELFCM334,21:45,09:44,44.8,"role was to keep track of any anti-British sentiment within the American government. As you might imagine, this led to Dahl making some friends in pretty high places, in other words, he met many people in important and high up positions in society. Dahl even worked alongside the fellow spy Ian Fleming, who would go on to write the James Bond series."
ELFCM335,20:09,09:06,45.2,"that annoying, niggling, feeling when you can’t quite remember the correct word to describe what you mean. Well, linguists propose that grammatical gender can actually help"
ELFCM336,23:10,10:26,45.1,"with former soldiers - many of them unemployed, many of them traumatised with what would today be called Post Traumatic Stress Disorder - and football hooliganism had a bit of revival. In the 1955-56 season, fans from another of the British game’s biggest local rivalries, Liverpool and  Everton, were involved in a number of ‘train-wrecking"
ELFCM337,23:14,10:22,44.7,"In any case, even if it did improve, slightly, life as a child in Victorian Britain was somewhat miserable. And suddenly, along came this option of reading stories of adventure,"
ELFCM338,28:17,12:42,44.9,"Henry himself would become even more disappointed than his subjects. In September Anne gave birth to a baby. No doubt Henry was waiting outside with bated breath, ready to announce"
ELFCM339,24:26,11:07,45.5,"capable of looking after herself, this must have been a tricky pill to swallow, a difficult reality to accept. And indeed, Elizabeth didn't accept it. In fact, she had resolved never to"
ELFCM340,23:20,10:28,44.9,"up any goodwill with his wife, who would refer to him in her memoirs as both ‘an idiot and a drunkard’. She hated him, and was not going to do him any favours."
ELFCM341,20:06,09:03,45.1,"by any means, so what went wrong? Well, for this we have to thank, or blame perhaps, Christianity. As the Vikings started to raid Britain, they came into contact with Christianity,"
ELFCM342,26:05,12:00,46.0,"gave him the chance to appoint his own staff - and those loyal to him - through the party and build up his own power base. Stalin loyalists were generally newer Communist Party members, often from"
ELFCM343,27:30,12:22,45.0,"of October, 1922, 30,000 Fascist blackshirts gathered to demand the resignation of Prime Minister Luigi Facta. King Victor Emmanuel, Vittorio Emmanuele, could only watch as"
ELFCM344,28:46,13:03,45.4,"“inferior” Slavic peoples including the Sudetenland [or the Czech Republic as it’s now called], Poland and Russia. By the time Hitler was released from prison, the German economy had picked"
ELFCM345,21:47,09:44,44.7,"In addition to this, experts also believe that head injuries in childhood can make it more likely. Richard Ramirez, for example, the man who we heard being captured at"
ELFCM346,20:06,09:07,45.4,"to say, the best of the best - that have had kings, politicians and famous academics as former members. Outside this bubble of Cambridge, as you will know, the 1930s was a time of great"
ELFCM347,21:46,09:45,44.8,"spying as part of a broader anti-fascist fight, but they were now spying directly against their homeland. And they became even more important, even more valuable, to the Soviets."
ELFCM348,20:01,09:01,45.1,"Maclean, but with no hard evidence, Philby faced no charges but was instead asked to retire quietly from MI6. As you might imagine, the whole saga caused outrage in Washington and"
ELFCM349,18:04,08:06,44.8,"River Thames, the big river that runs from west to east, that cuts across the belly of the city. I’m talking about a river called the River Fleet."
ELFCM350,19:12,08:39,45.1,"accident by a Mexican bartender who was trying to make a Mexican drink consisting of brandy, triple sec, and lemon juice. He reached for the brandy bottle, but instead of brandy he picked up a"
ELFCM351,18:18,08:16,45.2,"He was born in the city of York in northern England on the 15th of March 1813. His parents, William and Frances Snow, were humble working-class people - his"
ELFCM352,26:58,12:13,45.3,"Soviet authorities were holding him and his wife against their will, and that he wanted to return to the United States. Because he had never formally renounced his American citizenship, in June of"
ELFCM353,24:17,10:54,44.9,"but by American political forces. And who are we talking about here? The CIA, of course. To put it simply, President Kennedy did not exactly have the best working"
ELFCM354,21:45,09:44,44.8,"a man could ever want, behind closed doors, in private, things weren’t quite so rosy, they weren’t going quite so well. Lucky Lucan, as it turned out, wasn’t quite so lucky after all, and was"
ELFCM355,19:03,08:32,44.8,"Or to translate this into plain English, what if we could use trains to encourage people to stop drinking alcohol? And so his first trip, or tour, was taking a group of 500 Temperance"
ELFCM356,21:36,09:40,44.8,"But, as we’ll see, the racial tensions that gave birth to the KKK were still bubbling away beneath the surface. After forming again in 1915 in Georgia, the Klan then registered"
ELFCM357,22:37,10:11,45.1,"in television studios and debates. By 1980, however, Duke rather suddenly left the Knights of the Ku Klux Klan. He gave up his position as Grand Wizard after a dispute with another Klan"
ELFCM358,25:31,11:32,45.2,"not you, but according to some statistics, up to 20% of the world’s population gambles online. So, what happens? Well, there is a person,"
ELFCM359,19:07,08:31,44.6,"was twisted and used to mean something completely different, it’s used against the original creators of the term. And if you remember our second definition of “woke”, from the start of the episode,"
ELFCM360,23:15,10:33,45.4,"Most of these influencers, in fact, seemed to have no intention of going to the festival. But their invoices needed to be paid, and McFarland was running out of money, all before he needed to figure out how to actually put on this festival he was promising. McFarland was told that putting on the festival would cost around $50 million, but that was far more than he had anticipated and budgeted for."
ELFCM361,18:47,08:29,45.2,"He would have ice baths, he would walk around his ranch with his dogs, and throw axes at trees. He was on a global mission to advance this “ancestral lifestyle”, going from place to place to connect with tribes in everywhere from central Asia to the plains of Africa. Along the way, of course, he would stop off for interviews on TV shows and podcasts, still topless, of course, where he would talk about his diet, his mission, and how"
ELFCM362,20:31,09:10,44.7,"comes directly from interviews with Neff, and the long article in a magazine called The Cut that would reveal what Anna was really up to. Anyway, Neff and Anna grew close. Anna would take her shopping, she would go out to dinner with her, she even offered to finance a film that Neff was hoping to save up enough money to make."
ELFCM363,22:23,10:02,44.8,"The point is that this is the case in Britain. Now, back to our story, back to Birmingham, and in fact, back to a particular area of Birmingham called Alum Rock, which is an inner-city suburb of Birmingham. 60% of people in Alum Rock have Pakistani heritage, with the vast majority of those people of Pakistani heritage being Muslim."
ELFCM364,18:51,08:25,44.7,"part of the expression “when in Rome, do as the Romans do”, meaning that you should try to respect new cultures and try new things when you're in new places. So, that’s a partial idiom. And then the final type is something called a “Prepositional idiom”, which is actually very similar to a phrasal verb."
ELFCM365,21:13,09:25,44.4,"and governing bodies, who espouse, sympathise with or fail to challenge extremist views.” They found some offensive and conservative WhatsApp messages between Muslim teachers in Birmingham, particularly around homosexuality, but there was no evidence of any kind of planned conspiracy. In fact, despite all the horror stories and scaremongering about subversive Islamic school plots, four separate investigations couldn’t find any evidence of a wider organised plot"
ELFCM366,18:54,08:36,45.6,"at the turn of the twentieth-century generally stayed together, ate Italian food, spoke Italian, and lived together. They were, by and large, treated by the local population as second-class citizens,"
ELFCM367,23:17,10:25,44.8,"were given to contractors that the Five Families had connections, and often financial interests, in. Any company that won a concrete construction contract was forced"
ELFCM368,21:22,09:45,45.7,"And in terms of what are the most popular tabloids today, well, the exact titles have changed a little over the years, but the top three almost always include some combination of The Sun, The Daily Mail, The Daily Mirror and The Daily Express. Now, we’re going to go into some of the actual details of tabloid stories in the next episode, but let me give you one recent example to illustrate the"
ELFCM369,20:33,09:11,44.7,"languages, and of course the country voted to leave the European Union. And the rest of Europe, and in particular the European Union, were and still are frequent targets for the British tabloids. The two examples I want to give you here actually use the same headline format, but come 27 years apart."
ELFCM370,20:30,09:12,44.9,"a minute, but first of all, let me just address the question of how FIFA actually chooses what country hosts a World Cup? Now it’s a more equal process, with every FIFA member state having one"
ELFCM371,18:40,08:21,44.8,"meant that efforts to expand and invest in it weren’t particularly coordinated. But after it was brought into public ownership in 1933, things really started to change - decisions could be more long-term, rather than made with the aim of short-term profit. And clearly when you need to invest lots of money to dig large tunnels underground and you are creating a public, not private transport system, long term thinking is important."
ELFCM372,17:41,07:53,44.6,"What’s more, the business of producing milk is not a particularly good business. Dairy farmers are constantly hammered on price by large supermarkets; they simply can’t make much money selling milk anymore, because their costs have risen so fast, and they can’t charge any more. For milk’s critics, no doubt this is fantastic news, as it’s yet another reason to consign milk to the history books."
ELFCM373,21:37,09:46,45.2,"dropped into the jungle claiming that the war was over. But they thought that the leaflets were enemy propaganda trying to trick them out of their positions. These men had studied propaganda techniques at the Nakano school, let's remember. Onoda would later talk about this, explaining that, and I’m quoting directly, ""The leaflets"
ELFCM374,22:38,10:08,44.8,"In this meeting the agent agreed to accept a bribe on behalf of his players, which required them to bowl bad balls, essentially to make mistakes, at specified points during a cricket match at London’s most prestigious cricket ground, Lord’s. The entire conversation was caught on film, and on Sunday, the 29th of August, 2010, the News of The World front cover had a picture of the cricketing"
ELFCM375,18:44,08:26,45.1,"start, so Achilles needs to travel 10km and the tortoise needs to travel 1km. It might take 60 minutes for Achilles to run 9km, by which time the tortoise might have moved 100 metres, let’s say. Then it might take Achilles 30 seconds to run 100 metres, and in that 30 seconds the tortoise might have moved 1 metre."
ELFCM376,27:15,12:21,45.4,"But this was a minority. In most cases, the videos uploaded were videos that had been made by the porn studios, and uploaded straight to the tube websites, without the consent of the studio that owned the copyright. And for a long time, the tube sites did little-to-no moderation. They put up their hands and said, “hey, we’re just a content aggregator."
ELFCM377,20:55,09:27,45.2,"A week after the initial contact, “Socks” met Commander Charles  Haffenden and agreed to cooperate, saying “You let me know where you want the contacts made, or what you want, and I’ll carry on.” From that moment on, “Socks” became a key partner to the US government. Firstly, he gave union cards to U.S government agents, allowing them to go undercover in the Seafood Workers’ Union and try to identify potential spies amongst the majority Italian workforce."
ELFCM378,20:29,09:13,45.0,"and paying members from a dozen or so different countries. It was off to a good start! But it was still, to a certain extent, not my full-time job. When I first started, I was still working part-time as a marketing consultant, to pay the bills. See, before starting this podcast, and the business behind it, I had a"
ELFCM379,23:50,10:40,44.8,"But how fake exactly is it, and how does this tie into an understanding of the history of the sport? Well, although professional wrestlers are forbidden from commenting on it, it’s well-known that matches are choreographed in advance, they are pre-arranged. The wrestlers know what moves they are going to do next, when they supposedly punch each other in the face, the blows are deflected and softened, and the winner is decided before the match starts."
ELFCM380,23:35,10:36,44.9,"Mercury was increasingly used for batteries in military equipment, and Rich sensed that the Cold war was hotting up and that countries would be investing in military equipment. He bought as much mercury as he could, and sold it for a large profit when the price rose. But his talents didn’t only consist of spotting money-making opportunities. He had an uncanny knack for being able to arrange complicated deals between"
ELFCM381,18:12,08:13,45.2,"In Britain this is particularly true before the arrival of William the Conqueror, in 1066. This, incidentally, is when historians such as Buckle would have defined the Dark Ages as ending, and British “modern” history starting. Indeed, the numbering system of Kings of England started in 1066, with William I. It’s almost as if British history ignored the presence of any king that came before him."
ELFCM382,20:20,09:11,45.1,"we could describe as house arrest, only allowed out with some sort of chaperone, a guard with her. In 1929 she had started studying at university in Munich, and had moved into a large apartment owned by Hitler, although the two did keep separate bedrooms. And a year and a half later, on the morning of September 18th, 1931 the pair would be heard having a huge argument, shouting and shrieking at each other."
ELFCM383,27:09,12:09,44.8,"king of France was staying, firmly out of the way of the English. Before she left, Joan made some preparations to make herself look less like a 15-year-old girl. She cut her hair short, like a boy’s, and dressed in men’s clothing. When she arrived at Charles’ court, she was forced to wait for two days for an audience with him. Then she would meet her first real test."
ELFCM384,21:42,09:49,45.3,"essentially it was a dictatorship, but one in which people had a theoretical vote. In any case, his actions soon started to resemble the actions of the unelected monarchs who had felt the cold steel of the guillotine. In 1804 he gave himself the title of Emperor of France, and the following year he also became King of Italy, which didn’t include all of Italy"
ELFCM385,29:25,13:18,45.2,"the accusations, Mathieu Dreyfus, Alfred’s brother. He knew his brother, he knew this was something he would never do, and he embarked on what would become a five year campaign to clear his brother’s name. He rushed to Paris, found a well-known and respected lawyer, and tried to defend his brother against the allegations both in the legal system and in the press."
ELFCM386,24:32,11:00,44.8,"woman could do without damaging her marriage prospects. Before this, really the only other socially acceptable option for an educated woman, in the UK at least, was to become a governess, a sort of live-in teacher. So, strangely enough, the typewriter did offer new opportunities to women who were forced to live in a society that still considered them second-class citizens."
ELFCM387,20:38,09:18,45.1,"we all live in,  a flat surface with a dome above it where the sun, moon and stars were. So, was Rowbotham mad, a fraud, some kind of religious zealot, what was he trying to do by publishing this theory? Well, much like I described earlier, with the example of you or I being able to observe our surroundings and come to the conclusion that the"
ELFCM388,19:53,08:56,44.9,"There has been so much information given to them about me, my friends and my family - all without my permission or knowledge. After a long time of trying to figure out who it could be, for various reasons, I had a suspicion. To try and prove this, I came up with an idea. I blocked everyone from viewing my Instagram stories except ONE account."
ELFCM389,22:13,09:59,45.0,"But I can assure you I am going to try my best.” He was put in the handcuffs, the lock fastened and the 15 centimetre key removed. He retreated into a small box, which he called his “ghost house”, to try to escape from the cuffs. The band started playing, the clock ticking. Minutes went by, with no sign of Houdini."
ELFCM390,26:19,11:51,45.0,"newsstands, so that the story wouldn’t become known to the British people. But the story couldn’t be kept quiet forever, and the new king needed to make a choice. He needed to marry and produce an heir. The woman he loved and wanted to marry, however, was deeply problematic. Firstly, the British monarch is also head of the Church of England."
ELFCM391,17:56,08:11,45.6,"Firstly, this was the early 1960s, there was an increasing idea of “the teenager”, a particular period of one’s life when you were increasingly independent, perhaps rebellious, able to make your own choices, wanting to find people and bands that represented you. This isn’t specific to the British bands, but it gives you some idea about the increasing proportion of US society that was available to become hooked on British rock music."
ELFCM392,16:46,07:39,45.7,"You might remember in May of this year, there was an incident on the New York Subway when a member of the public restrained another passenger, he held him down on the ground, with his arms around the man’s neck, and killed him in the process. The man who died was called Jordan Neeley, and he had been living on the streets of New York for several years, he was what most people would call “homeless”."
ELFCM393,23:25,10:32,45.0,"positive outcome, no war is an improvement from a never ending war. But where it starts to get more debatable is what Henry Kissinger’s role was in the war, what he was prepared to do to end the war, and whether he really deserved any of the credit. Firstly, he would be accused of delaying the peace negotiations for political gain. There was going to be a US election in 1972, and he would be accused of delaying"
ELFCM394,19:13,08:38,44.9,"Are there precise definitions of what happens, of the different sins and the requisite punishments for them? In short, no. There are multiple references to hell, but these are open to interpretation. As you may know, there are two sections in the Bible, the Old Testament and the New Testament."
ELFCM395,23:46,10:37,44.7,"and later on doomsday prophecies similar to those of Nostradamus. Essentially a belief that the end of the world was imminent and the only people who would be saved were followers of Aum Shinrikyo. Shoko Asahara, the man at the centre of it all, claimed to be the first enlightened one since Buddha, and a modern day Jesus Christ."
ELFCM396,20:34,09:12,44.8,"or that he had stolen $20 million from Citibank and given it to Greenpeace, knowing full well that these catchy headlines would be sure to make it into the press, and the journalists writing the story would have little way of verifying Kim’s claims, of checking they were true. Greenpeace, by the way, reported that it was completely not true that Kim had hacked $20 million from Citibank and given it to them, it was a straight up lie."
ELFCM397,19:20,08:39,44.7,"So, here we go, here is my “expert” diagnosis of your personality: You have a great need for other people to like and admire you. You have a tendency to be critical of yourself. You have a great deal of unused capacity which you have not turned to your advantage. While you have some personality weaknesses, you are generally able to compensate for them."
ELFCM398,21:54,09:48,44.7,"It would take them almost two months to get to their first “pit stop”, the island of south Georgia, the relatively large island about one and a half thousand kilometres away from the tip of Antarctica. Shackleton and his crew stopped at the island for several days to make their last preparations before continuing their journey to the bottom of the world."
ELFCM399,21:27,09:38,44.9,"large chunk of the money gambled goes back into government projects. With the UK lottery, just over 50% goes towards the prize winners, 25% goes towards “good causes” as set out by the British parliament. 12% goes directly to the UK government as a tax. 4% goes to the shops that sell the tickets, and 5% goes to the private company that runs"
ELFCM400,17:53,08:05,45.2,"with the younger generation, no mainstream politician to date has put their name behind it and made it a cornerstone of their policy. After all, it’s a difficult message to sell to a voter. James Carville, Bill Clinton’s political strategist in the 1992 presidential election, famously quipped, “it’s the economy, stupid”, reminding his candidate"
ELFCM401,24:42,11:03,44.8,"Carnavan was impressed with Carter, and he agreed to finance the continued search for the tomb of the pharaoh. Now, he wasn't doing this only out of the goodness of his own heart. The people financing these archaeological digs usually did so because they would take part of the treasures back home to their personal collection."
ELFCM402,20:47,09:22,45.1,"To quote one French commission from 1833, ""we have sent to their deaths on simple suspicion and without trial people whose guilt was always doubtful ... we massacred people carrying safe conducts ... we have outdone in barbarity the barbarians"". And this was where the soldiers of the Legion cut their teeth, they got their start and made their name."
ELFCM403,20:39,09:21,45.3,"war-time profits drying up, Rockefeller was on the lookout for a new opportunity. This opportunity, it turned out, was right in front of his eyes, or under his feet, depending on how you look at it. Oil. We might now think of the oil capitals of the world to be located"
ELFCM404,19:25,08:50,45.5,"distributed between the 10 other surviving children, one son and 9 daughters. Although 5% of $105 million is still a pretty sizable inheritance, understandably, the children who had to fight over this last slice were a little miffed, confused and upset. They even tried to contest the will, saying that their father had not been mentally fit when he made it."
ELFCM405,18:59,08:30,44.8,"and Hulk, all deeply flawed characters with human as well as superhuman characteristics. Not only did this make for better and more engaging stories, it also meant that the comic books could be enjoyed and bought by adults as well as children. And secondly, Stan Lee created an entirely new method of writing comic books, and I think this is particularly interesting."
ELFCM406,20:51,09:21,44.9,"But if you did, let me tell you how to address that person. It’s actually quite simple. If you are addressing one of the 30 Dukes, you say “Your Grace”. Unless, that is, that Duke is also a prince or princess, in which you would say “Your Royal Highness”."
ELFCM407,20:18,09:07,45.0,"Now, wearing a uniform at a school in Britain is not unusual; in fact, most schools do require it, both state and private. But the uniform for Eton is something else, it takes formality to an entirely new level. Until 1948 boys were required to wear a top hat. And this requirement was only removed because of rationing in"
ELFCM408,19:52,08:54,44.8,"This kind of domestic servant would typically have worked 7 days a week, starting work at something like 5 o’ clock in the morning and not finishing until 10 or 11 in the evening. And the pay varied, but was extremely low. The official British government census put it at £16 a year in 1901 for a general housemaid, which is around €1,900 a year in today’s money."
ELFCM409,26:50,12:01,44.8,"The driver waited, and then started to get a little concerned. O.J. would miss his flight, and he would miss his meetings the following day. The driver called around to see if he could get a home number for O.J. He was looking for signs of activity in the house, and at one"
ELFCM410,20:07,09:12,45.7,"If you remember Fyre Festival, from episode number 360, one of the sisters, Kendall Jenner, was paid $250,000 for a single Instagram post, and the sisters now reportedly charge a minimum of $100,000 per social media post. But it would be through launching their own product lines and selling them to their audience directly that they would go on to really make their millions."
ELFCM411,18:04,08:10,45.2,"The French plan was, in layman’s terms, to dig a trench from one side of the country to the other. It was more or less a replica of what had worked in Egypt a few decades before. It didn’t take long for the French engineers to realise that this plan wouldn’t work. For starters, whenever there were heavy rains there would be landslides, filling up the holes that the French workers had dug."
ELFCM412,16:31,07:26,45.0,"In 1845, the British Parliament passed something called The Lunacy Act, which officially classified people who were mentally ill as “patients”, recognising mental illness as something to be treated as a health condition. They would be sent to “mental asylums” where they would be treated by medical staff. Unfortunately, conditions for people in these asylums were not much of an improvement."
ELFCM413,17:11,07:48,45.4,"but the structure was certainly in use, albeit a different use from the one it was intended for. After all, 96% of British adults have a mobile phone, the days of being out and about and having no way to contact someone else are long gone. So, there is less reason for these phone boxes to exist, but not no reason. Remember, these phone boxes are considered a public good."
ELFCM414,22:54,10:19,45.1,"of some sort, so the mission was to go west into Africa, find a huge lake, then go all the way around the lake to see if there were large rivers flowing out of it that would lead to the Nile. Described like that it sounds almost easy, but as you’ll see, it most certainly wasn’t. When Burton arrived in Africa, he was joined by another Englishman by the name of John Hanning Speke."
ELFCM415,20:24,09:08,44.8,"And the journey would take him through modern Tanzania, Mozambique, Malawi, Zambia, and the Democratic Republic of Congo. His journey was, in many ways, even more arduous than his predecessors. He was robbed multiple times and within a few months practically all his supplies were gone. He got malaria a total of 26 times."
ELFCM416,16:26,07:19,44.6,"bank before it was too late, take the boats out of the water and attempt to find a safe way around. In many cases, they didn’t, and members of the party were swept away with the rushing water and drowned. And those who didn’t died in the river, died from sunstroke, malaria, and a miscellany of other gruesome illnesses."
ELFCM417,23:44,10:48,45.6,"circles in the capital, and make powerful friends with whom I can shape my future instead of letting it come as it will....Remember, mother, I must have fame."" End quote. Cook, on the other hand, seemed to have got a taste for the explorer’s life. He went on an expedition to the Antarctic in 1897, where he"
ELFCM418,23:53,10:46,45.1,"At least, Amundsen was ready to go, and his party left on September 8th of 1911. But the Norwegians had jumped the gun, they left while it was still bitterly cold, and they were forced to return back to base and wait for the temperature to rise. It took more than a month, and on October 19th, with four sledges and fifty two dogs, the Norwegians set off south."
ELFCM419,19:47,09:01,45.6,"He actually took the civil service examinations one more time, six years later, but after failing again, he decided that the heavenly father he had seen six years prior was God, and the heavenly brother was Jesus Christ. In other words, Hong Xiuquan was the brother of Christ, and he was charged by his father, by God, with obliterating demon worship."
